indent,taxonID,rank,A id,A name,B id,B name,relation,other id,other name,note,reason,changed_props,unchanged
——————————,5138,species,-2384400,A.Thyroptera lavali,EOL-000000632818,B.Thyroptera lavali,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5139,species,-2384397,A.Thyroptera discifera,EOL-000000632819,B.Thyroptera discifera,=,,,,canonicalName,source; taxonomicStatus; scientificName,
———————————,5140,subspecies,-2420863,A.Thyroptera discifera discifera,EOL-000000632820,B.Thyroptera discifera discifera,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5141,subspecies,-2420864,A.Thyroptera discifera abdita,EOL-000000632821,B.Thyroptera discifera abdita,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5142,species,-2384398,A.Thyroptera wynneae,EOL-000000632822,B.Thyroptera wynneae,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
————————,5143,family,-1871703,A.Onychonycteridae,EOL-000000632823,B.Onychonycteridae,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
————————,5144,family,-1871695,A.Hipposideridae,EOL-000000632824,B.Hipposideridae,=,,,,scientificName,source; taxonomicStatus; number_of_children,
—————————,5145,genus,-2229053,A.Hipposideros,EOL-000000632825,B.Hipposideros,=,,,,canonicalName,source; taxonomicStatus; number_of_children; scientificName,
——————————,5146,species,-2329876,A.Hipposideros camerunensis,EOL-000000632826,B.Hipposideros camerunensis,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5147,species,-2329904,A.Hipposideros commersonii,EOL-000000632827,B.Hipposideros commersonii,=,,,,synonym+scientificName+invalid,source; taxonomicStatus; number_of_children,shared tip
——————————,5148,species,-2329842,A.Hipposideros ruber,EOL-000000632828,B.Hipposideros ruber,=,,,,scientificName,source; taxonomicStatus,
———————————,5149,subspecies,-2384018,A.Hipposideros ruber guineensis,EOL-000000632829,B.Hipposideros ruber guineensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5150,subspecies,-2384019,A.Hipposideros ruber ruber,EOL-000000632830,B.Hipposideros ruber ruber,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5151,species,-2329893,A.Hipposideros semoni,EOL-000000632831,B.Hipposideros semoni,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5152,species,-2329853,A.Hipposideros boeadii,EOL-000000632832,B.Hipposideros boeadii,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5153,species,-2329862,A.Hipposideros crumeniferus,EOL-000000632833,B.Hipposideros crumeniferus,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5154,species,-2329880,A.Hipposideros nicobarulae,EOL-000000632834,B.Hipposideros nicobarulae,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5155,species,-2329908,A.Hipposideros lamottei,EOL-000000632835,B.Hipposideros lamottei,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5156,species,-2329851,A.Hipposideros thomensis,EOL-000000632836,B.Hipposideros thomensis,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5157,species,-2329898,A.Hipposideros macrobullatus,EOL-000000632837,B.Hipposideros macrobullatus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5158,species,-2329833,A.Hipposideros sorenseni,EOL-000000632838,B.Hipposideros sorenseni,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5159,species,-2329906,A.Hipposideros bicolor,EOL-000000632839,B.Hipposideros bicolor,=,,,,scientificName,source; taxonomicStatus,
———————————,5160,subspecies,-2384093,A.Hipposideros bicolor tanimbarensis,EOL-000000632840,B.Hipposideros bicolor tanimbarensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5161,subspecies,-2384094,A.Hipposideros bicolor erigens,EOL-000000632841,B.Hipposideros bicolor erigens,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5162,subspecies,-2384090,A.Hipposideros bicolor selatan,EOL-000000632842,B.Hipposideros bicolor selatan,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5163,subspecies,-2384092,A.Hipposideros bicolor major,EOL-000000632843,B.Hipposideros bicolor major,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5164,subspecies,-2384089,A.Hipposideros bicolor hilli,EOL-000000632844,B.Hipposideros bicolor hilli,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5165,subspecies,-2384091,A.Hipposideros bicolor bicolor,EOL-000000632845,B.Hipposideros bicolor bicolor,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5166,species,-2329838,A.Hipposideros galeritus,EOL-000000632846,B.Hipposideros galeritus,=,,,,scientificName,source; taxonomicStatus,
———————————,5167,subspecies,-2384011,A.Hipposideros galeritus insolens,EOL-000000632847,B.Hipposideros galeritus insolens,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5168,subspecies,-2384010,A.Hipposideros galeritus brachyotis,EOL-000000632848,B.Hipposideros galeritus brachyotis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5169,subspecies,-2384012,A.Hipposideros galeritus longicauda,EOL-000000632849,B.Hipposideros galeritus longicauda,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5170,subspecies,-2384013,A.Hipposideros galeritus galeritus,EOL-000000632850,B.Hipposideros galeritus galeritus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5171,species,-2329858,A.Hipposideros jonesi,EOL-000000632851,B.Hipposideros jonesi,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5172,species,-2329895,A.Hipposideros orbiculus,EOL-000000632852,B.Hipposideros orbiculus,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5173,species,-2329841,A.Hipposideros cervinus,EOL-000000632853,B.Hipposideros cervinus,=,,,,scientificName,source; taxonomicStatus,
———————————,5174,subspecies,-2384014,A.Hipposideros cervinus misorensis,EOL-000000632854,B.Hipposideros cervinus misorensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5175,subspecies,-2384017,A.Hipposideros cervinus cervinus,EOL-000000632855,B.Hipposideros cervinus cervinus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5176,subspecies,-2384015,A.Hipposideros cervinus labuanensis,EOL-000000632856,B.Hipposideros cervinus labuanensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5177,subspecies,-2384016,A.Hipposideros cervinus batchianus,EOL-000000632857,B.Hipposideros cervinus batchianus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5178,species,-2329894,A.Hipposideros caffer,EOL-000000632858,B.Hipposideros caffer,=,,,,scientificName,source; taxonomicStatus; number_of_children,
———————————,5179,subspecies,-2384074,A.Hipposideros caffer nanus,EOL-000000632859,B.Hipposideros caffer nanus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5180,subspecies,-2384075,A.Hipposideros caffer angolensis,EOL-000000632860,B.Hipposideros caffer angolensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5181,subspecies,-2384077,A.Hipposideros caffer tephrus,EOL-000000632861,B.Hipposideros caffer tephrus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5182,subspecies,-2384073,A.Hipposideros caffer caffer,EOL-000000632862,B.Hipposideros caffer caffer,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5183,species,-2329905,A.Hipposideros lylei,EOL-000000632863,B.Hipposideros lylei,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5184,species,-2329864,A.Hipposideros diadema,EOL-000000632864,B.Hipposideros diadema,=,,,,scientificName,source; taxonomicStatus; number_of_children,
———————————,5185,subspecies,-2384047,A.Hipposideros diadema nobilis,EOL-000000632865,B.Hipposideros diadema nobilis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5186,subspecies,-2384035,A.Hipposideros diadema mirandus,EOL-000000632866,B.Hipposideros diadema mirandus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5187,subspecies,-2384039,A.Hipposideros diadema oceanitis,EOL-000000632867,B.Hipposideros diadema oceanitis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5188,subspecies,-2384043,A.Hipposideros diadema masoni,EOL-000000632868,B.Hipposideros diadema masoni,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5189,subspecies,-2384048,A.Hipposideros diadema trobrius,EOL-000000632869,B.Hipposideros diadema trobrius,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5190,subspecies,-2384042,A.Hipposideros diadema enganus,EOL-000000632870,B.Hipposideros diadema enganus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5191,subspecies,-2384044,A.Hipposideros diadema diadema,EOL-000000632871,B.Hipposideros diadema diadema,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5192,subspecies,-2384049,A.Hipposideros diadema ceramensis,EOL-000000632872,B.Hipposideros diadema ceramensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5193,subspecies,-2384037,A.Hipposideros diadema euotis,EOL-000000632873,B.Hipposideros diadema euotis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5194,subspecies,-2384051,A.Hipposideros diadema nicobarensis,EOL-000000632874,B.Hipposideros diadema nicobarensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5195,subspecies,-2384041,A.Hipposideros diadema custos,EOL-000000632875,B.Hipposideros diadema custos,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5196,subspecies,-2384052,A.Hipposideros diadema natunensis,EOL-000000632876,B.Hipposideros diadema natunensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5197,subspecies,-2384046,A.Hipposideros diadema speculator,EOL-000000632877,B.Hipposideros diadema speculator,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5198,subspecies,-2384050,A.Hipposideros diadema griseus,EOL-000000632878,B.Hipposideros diadema griseus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5199,subspecies,-2384036,A.Hipposideros diadema reginae,EOL-000000632879,B.Hipposideros diadema reginae,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5200,species,-2329846,A.Hipposideros wollastoni,EOL-000000632880,B.Hipposideros wollastoni,=,,,,scientificName,source; taxonomicStatus,
———————————,5201,subspecies,-2384029,A.Hipposideros wollastoni fasensis,EOL-000000632881,B.Hipposideros wollastoni fasensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5202,subspecies,-2384028,A.Hipposideros wollastoni parnabyi,EOL-000000632882,B.Hipposideros wollastoni parnabyi,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5203,subspecies,-2384027,A.Hipposideros wollastoni wollastoni,EOL-000000632883,B.Hipposideros wollastoni wollastoni,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5204,species,-2329852,A.Hipposideros pomona,EOL-000000632884,B.Hipposideros pomona,=,,,,synonym+scientificName+invalid,source; taxonomicStatus,
———————————,5205,subspecies,-2384032,A.Hipposideros pomona sinensis,EOL-000000632885,B.Hipposideros pomona sinensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5206,subspecies,-2384030,A.Hipposideros pomona gentilis,EOL-000000632886,B.Hipposideros pomona gentilis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5207,subspecies,-2384031,A.Hipposideros pomona pomona,EOL-000000632887,B.Hipposideros pomona pomona,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5208,species,-2329897,A.Hipposideros cineraceus,EOL-000000632888,B.Hipposideros cineraceus,=,,,,scientificName,source; taxonomicStatus,
———————————,5209,subspecies,-2384080,A.Hipposideros cineraceus cineraceus,EOL-000000632889,B.Hipposideros cineraceus cineraceus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5210,subspecies,-2384081,A.Hipposideros cineraceus wrighti,EOL-000000632890,B.Hipposideros cineraceus wrighti,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5211,species,-2329889,A.Hipposideros dinops,EOL-000000632891,B.Hipposideros dinops,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5212,species,-2329866,A.Hipposideros durgadasi,EOL-000000632892,B.Hipposideros durgadasi,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5213,species,-2329830,A.Hipposideros vittatus,EOL-000000632893,B.Hipposideros vittatus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5214,species,-2329878,A.Hipposideros curtus,EOL-000000632894,B.Hipposideros curtus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5215,species,-2329871,A.Hipposideros griffini,EOL-000000632895,B.Hipposideros griffini,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5216,species,-2329843,A.Hipposideros demissus,EOL-000000632896,B.Hipposideros demissus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5217,species,-2329855,A.Hipposideros maggietaylorae,EOL-000000632897,B.Hipposideros maggietaylorae,=,,,,canonicalName,source; taxonomicStatus; scientificName,
———————————,5218,subspecies,-2384034,A.Hipposideros maggietaylorae maggietaylorae,EOL-000000632898,B.Hipposideros maggietaylorae maggietaylorae,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5219,subspecies,-2384033,A.Hipposideros maggietaylorae erroris,EOL-000000632899,B.Hipposideros maggietaylorae erroris,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5220,species,-2329832,A.Hipposideros speoris,EOL-000000632900,B.Hipposideros speoris,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5221,species,-2329873,A.Hipposideros corynophyllus,EOL-000000632901,B.Hipposideros corynophyllus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5222,species,-2329875,A.Hipposideros sumbae,EOL-000000632902,B.Hipposideros sumbae,=,,,,scientificName,source; taxonomicStatus,
———————————,5223,subspecies,-2384063,A.Hipposideros sumbae sumbae,EOL-000000632903,B.Hipposideros sumbae sumbae,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5224,subspecies,-2384062,A.Hipposideros sumbae rotiensis,EOL-000000632904,B.Hipposideros sumbae rotiensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5225,subspecies,-2384064,A.Hipposideros sumbae sumbawae,EOL-000000632905,B.Hipposideros sumbae sumbawae,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5226,species,-2329850,A.Hipposideros gigas,EOL-000000632906,B.Hipposideros gigas,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5227,species,-2329867,A.Hipposideros edwardshilli,EOL-000000632907,B.Hipposideros edwardshilli,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5228,species,-2329837,A.Hipposideros inornatus,EOL-000000632908,B.Hipposideros inornatus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5229,species,-2329909,A.Hipposideros pratti,EOL-000000632909,B.Hipposideros pratti,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5230,species,-2329888,A.Hipposideros coronatus,EOL-000000632910,B.Hipposideros coronatus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5231,species,-2329891,A.Hipposideros papua,EOL-000000632911,B.Hipposideros papua,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5232,species,-2329877,A.Hipposideros atrox,EOL-000000632912,B.Hipposideros atrox,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5233,species,-2329834,A.Hipposideros khaokhouayensis,EOL-000000632913,B.Hipposideros khaokhouayensis,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5234,species,-2329845,A.Hipposideros obscurus,EOL-000000632914,B.Hipposideros obscurus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5235,species,-2329885,A.Hipposideros stenotis,EOL-000000632915,B.Hipposideros stenotis,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5236,species,-2329848,A.Hipposideros ridleyi,EOL-000000632916,B.Hipposideros ridleyi,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5237,species,-2329863,A.Hipposideros fuliginosus,EOL-000000632917,B.Hipposideros fuliginosus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5238,species,-2329854,A.Hipposideros pelingensis,EOL-000000632918,B.Hipposideros pelingensis,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5239,species,-2329879,A.Hipposideros hypophyllus,EOL-000000632919,B.Hipposideros hypophyllus,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5240,species,-2329869,A.Hipposideros armiger,EOL-000000632920,B.Hipposideros armiger,=,,,,scientificName,source; taxonomicStatus; number_of_children,
———————————,5241,subspecies,-2384055,A.Hipposideros armiger tranninhensis,EOL-000000632921,B.Hipposideros armiger tranninhensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5242,subspecies,-2384059,A.Hipposideros armiger terasensis,EOL-000000632922,B.Hipposideros armiger terasensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5243,subspecies,-2384056,A.Hipposideros armiger fujianensis,EOL-000000632923,B.Hipposideros armiger fujianensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5244,subspecies,-2384058,A.Hipposideros armiger armiger,EOL-000000632924,B.Hipposideros armiger armiger,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5245,species,-2329901,A.Hipposideros doriae,EOL-000000632925,B.Hipposideros doriae,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5246,species,-2329831,A.Hipposideros fulvus,EOL-000000632926,B.Hipposideros fulvus,=,,,,scientificName,source; taxonomicStatus,
———————————,5247,subspecies,-2384008,A.Hipposideros fulvus pallidus,EOL-000000632927,B.Hipposideros fulvus pallidus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5248,subspecies,-2384009,A.Hipposideros fulvus fulvus,EOL-000000632928,B.Hipposideros fulvus fulvus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5249,species,-2329856,A.Hipposideros halophyllus,EOL-000000632929,B.Hipposideros halophyllus,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5250,species,-2329844,A.Hipposideros ater,EOL-000000632930,B.Hipposideros ater,=,,,,scientificName,source; taxonomicStatus,
———————————,5251,subspecies,-2384021,A.Hipposideros ater gilberti,EOL-000000632931,B.Hipposideros ater gilberti,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5252,subspecies,-2384020,A.Hipposideros ater amboinensis,EOL-000000632932,B.Hipposideros ater amboinensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5253,subspecies,-2384023,A.Hipposideros ater aruensis,EOL-000000632933,B.Hipposideros ater aruensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5254,subspecies,-2384024,A.Hipposideros ater antricola,EOL-000000632934,B.Hipposideros ater antricola,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5255,subspecies,-2384022,A.Hipposideros ater nallamalaensis,EOL-000000632935,B.Hipposideros ater nallamalaensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5256,subspecies,-2384025,A.Hipposideros ater saevus,EOL-000000632936,B.Hipposideros ater saevus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5257,subspecies,-2384026,A.Hipposideros ater ater,EOL-000000632937,B.Hipposideros ater ater,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5258,species,-2329860,A.Hipposideros marisae,EOL-000000632938,B.Hipposideros marisae,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5259,species,-2329884,A.Hipposideros pygmaeus,EOL-000000632939,B.Hipposideros pygmaeus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5260,species,-2329892,A.Hipposideros larvatus,EOL-000000632940,B.Hipposideros larvatus,=,,,,scientificName,source; taxonomicStatus,
———————————,5261,subspecies,-2384070,A.Hipposideros larvatus larvatus,EOL-000000632941,B.Hipposideros larvatus larvatus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5262,subspecies,-2384069,A.Hipposideros larvatus neglectus,EOL-000000632942,B.Hipposideros larvatus neglectus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5263,subspecies,-2384071,A.Hipposideros larvatus poutensis,EOL-000000632943,B.Hipposideros larvatus poutensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5264,subspecies,-2384067,A.Hipposideros larvatus barbensis,EOL-000000632944,B.Hipposideros larvatus barbensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5265,subspecies,-2384068,A.Hipposideros larvatus leptophyllus,EOL-000000632945,B.Hipposideros larvatus leptophyllus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5266,species,-2329907,A.Hipposideros coxi,EOL-000000632946,B.Hipposideros coxi,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5267,species,-2329872,A.Hipposideros lankadiva,EOL-000000632947,B.Hipposideros lankadiva,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5268,species,-2329849,A.Hipposideros turpis,EOL-000000632948,B.Hipposideros turpis,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5269,species,-2329861,A.Hipposideros muscinus,EOL-000000632949,B.Hipposideros muscinus,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5270,species,-2329887,A.Hipposideros breviceps,EOL-000000632950,B.Hipposideros breviceps,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5271,species,-2329890,A.Hipposideros beatus,EOL-000000632951,B.Hipposideros beatus,=,,,,scientificName,source; taxonomicStatus,
———————————,5272,subspecies,-2384066,A.Hipposideros beatus beatus,EOL-000000632952,B.Hipposideros beatus beatus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5273,subspecies,-2384065,A.Hipposideros beatus maximus,EOL-000000632953,B.Hipposideros beatus maximus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5274,species,-2329847,A.Hipposideros dyacorum,EOL-000000632954,B.Hipposideros dyacorum,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5275,species,-2329828,A.Hipposideros inexpectatus,EOL-000000632955,B.Hipposideros inexpectatus,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5276,species,-2329900,A.Hipposideros nequam,EOL-000000632956,B.Hipposideros nequam,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5277,species,-2329870,A.Hipposideros lekaguli,EOL-000000632957,B.Hipposideros lekaguli,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5278,species,-2329835,A.Hipposideros pendleburyi,EOL-000000632958,B.Hipposideros pendleburyi,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5279,species,-2329829,A.Hipposideros abae,EOL-000000632959,B.Hipposideros abae,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5280,species,-2329886,A.Hipposideros scutinares,EOL-000000632960,B.Hipposideros scutinares,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5281,species,-2329896,A.Hipposideros alongensis,EOL-000000632961,B.Hipposideros alongensis,=,,,,scientificName,source; taxonomicStatus,
———————————,5282,subspecies,-2384079,A.Hipposideros alongensis alongensis,EOL-000000632962,B.Hipposideros alongensis alongensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5283,subspecies,-2384078,A.Hipposideros alongensis sungi,EOL-000000632963,B.Hipposideros alongensis sungi,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5284,species,-2329881,A.Hipposideros cyclops,EOL-000000632964,B.Hipposideros cyclops,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5285,species,-2329839,A.Hipposideros einnaythu,EOL-000000632965,B.Hipposideros einnaythu,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5286,species,-2329899,A.Hipposideros madurae,EOL-000000632966,B.Hipposideros madurae,=,,,,canonicalName,source; taxonomicStatus; scientificName,
———————————,5287,subspecies,-2384082,A.Hipposideros madurae madurae,EOL-000000632967,B.Hipposideros madurae madurae,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5288,subspecies,-2384083,A.Hipposideros madurae jenningsi,EOL-000000632968,B.Hipposideros madurae jenningsi,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5289,species,-2329840,A.Hipposideros rotalis,EOL-000000632969,B.Hipposideros rotalis,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5290,species,-2329874,A.Hipposideros calcaratus,EOL-000000632970,B.Hipposideros calcaratus,=,,,,scientificName,source; taxonomicStatus,
———————————,5291,subspecies,-2384061,A.Hipposideros calcaratus cupidus,EOL-000000632971,B.Hipposideros calcaratus cupidus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,5292,subspecies,-2384060,A.Hipposideros calcaratus calcaratus,EOL-000000632972,B.Hipposideros calcaratus calcaratus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,5293,species,-2329883,A.Hipposideros megalotis,EOL-000000632973,B.Hipposideros megalotis,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5294,species,-2329859,A.Hipposideros grandis,EOL-000000632974,B.Hipposideros grandis,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,5295,genus,-2229060,A.Triaenops,EOL-000000632975,B.Triaenops,=,,,,canonicalName,source; taxonomicStatus; scientificName,
——————————,5296,species,-2329923,A.Triaenops parvus,EOL-000000632976,B.Triaenops parvus,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5297,species,-2329921,A.Triaenops rufus,EOL-000000632977,B.Triaenops rufus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,5298,species,-2329920,A.Triaenops menamena,EOL-000000632978,B.Triaenops menamena,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,5299,species,-2329922,A.Triaenops persicus,EOL-000000632979,B.Triaenops persicus,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
